sp,model,rcp,scen,dispersal,year,hs_change,area_km2,sd_hsc,sd_area
Lupinus arboreus,mean,rcp45,hades,fd_change_prop,2085,5.79578684091747,17510.531077909745,2.202690985721251,6184.668048534296
Lupinus arboreus,mean,rcp85,cnrm,nd_change_prop,2055,-0.15843029674959144,2168.4512460376213,0.14155379283769495,482.90863195676803
Lupinus arboreus,mean,rcp85,cnrm,fd_change_prop,2055,4.473868728124823,14104.378304380078,2.202690985721251,6184.668048534296
Lupinus arboreus,mean,rcp85,cnrm,nd_change_prop,2085,-0.4891614101034872,1316.2647995843913,0.14155379283769495,482.90863195676803
Lupinus arboreus,mean,rcp85,cnrm,fd_change_prop,2085,3.018771096154167,10355.065251680626,2.202690985721251,6184.668048534296
Lupinus arboreus,mean,rcp85,hades,nd_change_prop,2055,-0.22229361791653912,2003.896250978154,0.14155379283769495,482.90863195676803
Lupinus arboreus,mean,rcp85,hades,fd_change_prop,2055,7.276531438506985,21325.928014497244,2.202690985721251,6184.668048534296
Lupinus arboreus,mean,rcp85,hades,nd_change_prop,2085,-0.4383396677917165,1447.2158901668083,0.14155379283769495,482.90863195676803
Lupinus arboreus,mean,rcp85,hades,fd_change_prop,2085,5.568962200724135,16926.077797617498,2.202690985721251,6184.668048534296
Lupinus arboreus,meansup,rcp45,cnrm,nd_change_prop,2055,-0.12788610980029855,2052.9579524891897,0.14155379283769495,482.90863195676803
Lupinus arboreus,meansup,rcp45,cnrm,fd_change_prop,2055,7.070071960708484,18996.966560299585,2.202690985721251,6184.668048534296
Lupinus arboreus,meansup,rcp45,cnrm,nd_change_prop,2085,-0.19071585943391323,1905.0565882147391,0.14155379283769495,482.90863195676803
Lupinus arboreus,meansup,rcp45,cnrm,fd_change_prop,2085,8.061846599315103,21331.606169053342,2.202690985721251,6184.668048534296
Lupinus arboreus,meansup,rcp45,hades,nd_change_prop,2055,-0.11140850087892772,2091.7462789374576,0.14155379283769495,482.90863195676803
Lupinus arboreus,meansup,rcp45,hades,fd_change_prop,2055,8.254692498623275,21785.565826202004,2.202690985721251,6184.668048534296
Lupinus arboreus,meansup,rcp45,hades,nd_change_prop,2085,-0.2262189881559997,1821.4821476888983,0.14155379283769495,482.90863195676803
Lupinus arboreus,meansup,rcp45,hades,fd_change_prop,2085,8.476440435643482,22307.56094159853,2.202690985721251,6184.668048534296
Lupinus arboreus,meansup,rcp85,cnrm,nd_change_prop,2055,-0.10780739981482056,2100.223278501796,0.14155379283769495,482.90863195676803
Lupinus arboreus,meansup,rcp85,cnrm,fd_change_prop,2055,6.551114168022033,17775.33881250861,2.202690985721251,6184.668048534296
Lupinus arboreus,meansup,rcp85,cnrm,nd_change_prop,2085,-0.4209483795081402,1363.0887462626072,0.14155379283769495,482.90863195676803
Lupinus arboreus,meansup,rcp85,cnrm,fd_change_prop,2085,5.004006091151999,14133.443108905836,2.202690985721251,6184.668048534296
Lupinus arboreus,meansup,rcp85,hades,nd_change_prop,2055,-0.20078038484162927,1881.364673998044,0.14155379283769495,482.90863195676803
Lupinus arboreus,meansup,rcp85,hades,fd_change_prop,2055,10.116081425950936,26167.279320247617,2.202690985721251,6184.668048534296
Lupinus arboreus,meansup,rcp85,hades,nd_change_prop,2085,-0.3605537096426923,1505.257927583454,0.14155379283769495,482.90863195676803
Lupinus arboreus,meansup,rcp85,hades,fd_change_prop,2085,8.819903074695715,23116.072724461825,2.202690985721251,6184.668048534296
Lupinus arboreus,meanthr,rcp45,cnrm,nd_change_prop,2055,-0.24177491026418296,1036.4286532810115,0.14155379283769495,482.90863195676803
Lupinus arboreus,meanthr,rcp45,cnrm,fd_change_prop,2055,4.428813851890944,7420.722824391185,2.202690985721251,6184.668048534296
Lupinus arboreus,meanthr,rcp45,cnrm,nd_change_prop,2085,-0.33713361569035816,906.081483316078,0.14155379283769495,482.90863195676803
Lupinus arboreus,meanthr,rcp45,cnrm,fd_change_prop,2085,4.540659843550253,7573.606700273907,2.202690985721251,6184.668048534296
Lupinus arboreus,meanthr,rcp45,hades,nd_change_prop,2055,-0.17516144209918175,1127.4835498219384,0.14155379283769495,482.90863195676803
Lupinus arboreus,meanthr,rcp45,hades,fd_change_prop,2055,5.515414784644083,8906.013085334165,2.202690985721251,6184.668048534296
Lupinus arboreus,meanthr,rcp45,hades,nd_change_prop,2085,-0.3464056033455718,893.4074715894553,0.14155379283769495,482.90863195676803
Lupinus arboreus,meanthr,rcp45,hades,fd_change_prop,2085,4.471492156882278,7479.060406153212,2.202690985721251,6184.668048534296
Lupinus arboreus,meanthr,rcp85,cnrm,nd_change_prop,2055,-0.2095948511711204,1080.416033492799,0.14155379283769495,482.90863195676803
Lupinus arboreus,meanthr,rcp85,cnrm,fd_change_prop,2055,4.373153301849697,7344.639627328646,2.202690985721251,6184.668048534296
Lupinus arboreus,meanthr,rcp85,cnrm,nd_change_prop,2085,-0.6183394158286799,521.6972777845547,0.14155379283769495,482.90863195676803
Lupinus arboreus,meanthr,rcp85,cnrm,fd_change_prop,2085,1.7299490809866764,3731.606204852154,2.202690985721251,6184.668048534296
Lupinus arboreus,meanthr,rcp85,hades,nd_change_prop,2055,-0.2925192900587374,967.065439211724,0.14155379283769495,482.90863195676803
Lupinus arboreus,meanthr,rcp85,hades,fd_change_prop,2055,6.482389513706904,10227.784587974022,2.202690985721251,6184.668048534296
Lupinus arboreus,meanthr,rcp85,hades,nd_change_prop,2085,-0.5794009361898482,574.9228391108695,0.14155379283769495,482.90863195676803
Lupinus arboreus,meanthr,rcp85,hades,fd_change_prop,2085,2.8259592423966646,5229.758074197765,2.202690985721251,6184.668048534296
Lupinus arboreus,meanw,rcp45,cnrm,nd_change_prop,2055,-0.1659128213957651,2116.807228800189,0.14155379283769495,482.90863195676803
Lupinus arboreus,meanw,rcp45,cnrm,fd_change_prop,2055,5.18448748816862,15695.443063022276,2.202690985721251,6184.668048534296
Lupinus arboreus,meanw,rcp45,cnrm,nd_change_prop,2085,-0.22976994895812308,1954.7459566672037,0.14155379283769495,482.90863195676803
Lupinus arboreus,meanw,rcp45,cnrm,fd_change_prop,2085,5.832503876732409,17340.026280316506,2.202690985721251,6184.668048534296
Lupinus arboreus,meanw,rcp45,hades,nd_change_prop,2055,-0.14033933105964536,2181.709496330231,0.14155379283769495,482.90863195676803
Lupinus arboreus,meanw,rcp45,hades,fd_change_prop,2055,6.304997718561388,18539.15558670491,2.202690985721251,6184.668048534296
Lupinus arboreus,meanw,rcp45,hades,nd_change_prop,2085,-0.27439198902054346,1841.5008914139444,0.14155379283769495,482.90863195676803
Lupinus arboreus,meanw,rcp45,hades,fd_change_prop,2085,6.191864267684081,18252.03727008368,2.202690985721251,6184.668048534296
Lupinus arboreus,meanw,rcp85,cnrm,nd_change_prop,2055,-0.15004213234391717,2157.085020106381,0.14155379283769495,482.90863195676803
Lupinus arboreus,meanw,rcp85,cnrm,fd_change_prop,2055,4.81063000160737,14746.64028749199,2.202690985721251,6184.668048534296
Lupinus arboreus,meanw,rcp85,cnrm,nd_change_prop,2085,-0.47857283978813464,1323.3158479624026,0.14155379283769495,482.90863195676803
Lupinus arboreus,meanw,rcp85,cnrm,fd_change_prop,2085,3.356606777468609,11056.514182387678,2.202690985721251,6184.668048534296
Lupinus arboreus,meanw,rcp85,hades,nd_change_prop,2055,-0.2204415388720767,1978.4202756231664,0.14155379283769495,482.90863195676803
Lupinus arboreus,meanw,rcp85,hades,fd_change_prop,2055,7.690058062716081,22054.262669081352,2.202690985721251,6184.668048534296
Lupinus arboreus,meanw,rcp85,hades,nd_change_prop,2085,-0.4282109610740874,1451.1278940560123,0.14155379283769495,482.90863195676803
Lupinus arboreus,meanw,rcp85,hades,fd_change_prop,2085,5.989285654509307,17737.918501963704,2.202690985721251,6184.668048534296
Lupinus arboreus,median,rcp45,cnrm,nd_change_prop,2055,-0.1760391807166957,1804.3827760619772,0.14155379283769495,482.90863195676803
Lupinus arboreus,median,rcp45,cnrm,fd_change_prop,2055,2.4496435805128214,7554.336704558676,2.202690985721251,6184.668048534296
Lupinus arboreus,median,rcp45,cnrm,nd_change_prop,2085,-0.2515898831557367,1638.935120044832,0.14155379283769495,482.90863195676803
Lupinus arboreus,median,rcp45,cnrm,fd_change_prop,2085,2.504712285471634,7674.93105856467,2.202690985721251,6184.668048534296
Lupinus arboreus,median,rcp45,hades,nd_change_prop,2055,-0.14114892304521495,1880.7885693004755,0.14155379283769495,482.90863195676803
Lupinus arboreus,median,rcp45,hades,fd_change_prop,2055,3.1233555918709985,9029.691261317996,2.202690985721251,6184.668048534296
Lupinus arboreus,median,rcp45,hades,nd_change_prop,2085,-0.29875442865773827,1535.6499982854905,0.14155379283769495,482.90863195676803
Lupinus arboreus,median,rcp45,hades,fd_change_prop,2085,2.443623951700995,7541.154385336514,2.202690985721251,6184.668048534296
Lupinus arboreus,median,rcp85,cnrm,nd_change_prop,2055,-0.17436532794384058,1808.0483279211423,0.14155379283769495,482.90863195676803
Lupinus arboreus,median,rcp85,cnrm,fd_change_prop,2055,2.427578807699414,7506.017300176239,2.202690985721251,6184.668048534296
Lupinus arboreus,median,rcp85,cnrm,nd_change_prop,2085,-0.588210757483655,901.7727532364923,0.14155379283769495,482.90863195676803
Lupinus arboreus,median,rcp85,cnrm,fd_change_prop,2085,0.6490267005645968,3611.1855152933017,2.202690985721251,6184.668048534296
Lupinus arboreus,median,rcp85,hades,nd_change_prop,2055,-0.2340214453014608,1677.408049733581,0.14155379283769495,482.90863195676803
Lupinus arboreus,median,rcp85,hades,fd_change_prop,2055,3.4838242035989517,9819.07752713418,2.202690985721251,6184.668048534296
Lupinus arboreus,median,rcp85,hades,nd_change_prop,2085,-0.5103041553224318,1072.3795682589555,0.14155379283769495,482.90863195676803
Lupinus arboreus,median,rcp85,hades,fd_change_prop,2085,1.266685670801517,4963.790131062631,2.202690985721251,6184.668048534296
Malosma laurina,mean,rcp45,cnrm,nd_change_prop,2055,-0.03059885221440907,9923.816238953832,0.05530089657070337,1409.1541695353408
Malosma laurina,mean,rcp45,cnrm,fd_change_prop,2055,3.3345147141793148,44372.680604738576,1.7621550285308323,18671.49047558937
Malosma laurina,mean,rcp45,cnrm,nd_change_prop,2085,-0.03994977194077067,9828.090326887814,0.05530089657070337,1409.1541695353408
Malosma laurina,mean,rcp45,cnrm,fd_change_prop,2085,4.1929179805452454,53160.20504061573,1.7621550285308323,18671.49047558937
Malosma laurina,mean,rcp45,hades,nd_change_prop,2055,-0.03263511192743423,9902.97092919429,0.05530089657070337,1409.1541695353408
Malosma laurina,mean,rcp45,hades,fd_change_prop,2055,3.832988931761008,49475.59032012002,1.7621550285308323,18671.49047558937
Malosma laurina,mean,rcp45,hades,nd_change_prop,2085,-0.01156287957985382,10118.688604007872,0.05530089657070337,1409.1541695353408
Malosma laurina,mean,rcp45,hades,fd_change_prop,2085,5.560034126761449,67155.45297625882,1.7621550285308323,18671.49047558937
Malosma laurina,mean,rcp85,cnrm,nd_change_prop,2055,-0.06073121901049615,9615.349437968302,0.05530089657070337,1409.1541695353408
Malosma laurina,mean,rcp85,cnrm,fd_change_prop,2055,3.149115510713511,42474.738117001834,1.7621550285308323,18671.49047558937
Malosma laurina,mean,rcp85,cnrm,nd_change_prop,2085,-0.05125454012410008,9712.362753909794,0.05530089657070337,1409.1541695353408
Malosma laurina,mean,rcp85,cnrm,fd_change_prop,2085,6.912144453633716,80997.08546176105,1.7621550285308323,18671.49047558937
Malosma laurina,mean,rcp85,hades,nd_change_prop,2055,-0.01021487281414611,10132.488228097764,0.05530089657070337,1409.1541695353408
Malosma laurina,mean,rcp85,hades,fd_change_prop,2055,5.150630828255511,62964.36746818482,1.7621550285308323,18671.49047558937
Malosma laurina,mean,rcp85,hades,nd_change_prop,2085,0.01093385692950401,10348.98901122836,0.05530089657070337,1409.1541695353408
Malosma laurina,mean,rcp85,hades,fd_change_prop,2085,8.068468318597267,92834.44048741568,1.7621550285308323,18671.49047558937
Malosma laurina,meansup,rcp45,cnrm,nd_change_prop,2055,-0.07407715892749074,9851.243244120877,0.05530089657070337,1409.1541695353408
Malosma laurina,meansup,rcp45,cnrm,fd_change_prop,2055,3.991009826385284,53101.2408945084,1.7621550285308323,18671.49047558937
Malosma laurina,meansup,rcp45,cnrm,nd_change_prop,2085,-0.05740622065327273,10028.611660539696,0.05530089657070337,1409.1541695353408
Malosma laurina,meansup,rcp45,cnrm,fd_change_prop,2085,4.721744515447087,60875.8035789396,1.7621550285308323,18671.49047558937
Malosma laurina,meansup,rcp45,hades,nd_change_prop,2055,-0.04528106891445127,10157.615735018137,0.05530089657070337,1409.1541695353408
Malosma laurina,meansup,rcp45,hades,fd_change_prop,2055,4.594069553348461,59517.42137685394,1.7621550285308323,18671.49047558937
Malosma laurina,meansup,rcp45,hades,nd_change_prop,2085,-0.0160264230681881,10468.866974828064,0.05530089657070337,1409.1541695353408
Malosma laurina,meansup,rcp45,hades,fd_change_prop,2085,6.098192807440785,75520.35746172127,1.7621550285308323,18671.49047558937
Malosma laurina,meansup,rcp85,cnrm,nd_change_prop,2055,-0.0754267517345753,9836.88441589745,0.05530089657070337,1409.1541695353408
Malosma laurina,meansup,rcp85,cnrm,fd_change_prop,2055,3.9030028522773144,52164.90141711477,1.7621550285308323,18671.49047558937
Malosma laurina,meansup,rcp85,cnrm,nd_change_prop,2085,-0.28933201654703966,7561.065415229058,0.05530089657070337,1409.1541695353408
Malosma laurina,meansup,rcp85,cnrm,fd_change_prop,2085,5.1229371650751006,65144.24388943134,1.7621550285308323,18671.49047558937
Malosma laurina,meansup,rcp85,hades,nd_change_prop,2055,-0.00868725445688367,10546.951164992148,0.05530089657070337,1409.1541695353408
Malosma laurina,meansup,rcp85,hades,fd_change_prop,2055,5.606380768211375,70287.78319751578,1.7621550285308323,18671.49047558937
Malosma laurina,meansup,rcp85,hades,nd_change_prop,2085,-0.08295315933014052,9756.808119375346,0.05530089657070337,1409.1541695353408
Malosma laurina,meansup,rcp85,hades,fd_change_prop,2085,7.31498639286928,88466.28454788908,1.7621550285308323,18671.49047558937
Malosma laurina,meanthr,rcp45,cnrm,nd_change_prop,2055,-0.08768753098298356,7121.298750423485,0.05530089657070337,1409.1541695353408
Malosma laurina,meanthr,rcp45,cnrm,fd_change_prop,2055,2.5980953768782267,28085.89488958252,1.7621550285308323,18671.49047558937
Malosma laurina,meanthr,rcp45,cnrm,nd_change_prop,2085,-0.09979770138006948,7026.769579503456,0.05530089657070337,1409.1541695353408
Malosma laurina,meanthr,rcp45,cnrm,fd_change_prop,2085,3.5257829517161245,35327.208136780166,1.7621550285308323,18671.49047558937
Malosma laurina,meanthr,rcp45,hades,nd_change_prop,2055,-0.087102150114169,7125.868097211107,0.05530089657070337,1409.1541695353408
Malosma laurina,meanthr,rcp45,hades,fd_change_prop,2055,3.0409504035499535,31542.71813288876,1.7621550285308323,18671.49047558937
Malosma laurina,meanthr,rcp45,hades,nd_change_prop,2085,-0.06889136453641219,7268.017250032443,0.05530089657070337,1409.1541695353408
Malosma laurina,meanthr,rcp45,hades,fd_change_prop,2085,5.321179396903618,49341.654826744234,1.7621550285308323,18671.49047558937
Malosma laurina,meanthr,rcp85,cnrm,nd_change_prop,2055,-0.1178554897579871,6885.814687206925,0.05530089657070337,1409.1541695353408
Malosma laurina,meanthr,rcp85,cnrm,fd_change_prop,2055,2.2671997919534954,25503.00098483947,1.7621550285308323,18671.49047558937
Malosma laurina,meanthr,rcp85,cnrm,nd_change_prop,2085,-0.12525458641454698,6828.059061186165,0.05530089657070337,1409.1541695353408
Malosma laurina,meanthr,rcp85,cnrm,fd_change_prop,2085,7.396411938773425,65540.43694267732,1.7621550285308323,18671.49047558937
Malosma laurina,meanthr,rcp85,hades,nd_change_prop,2055,-0.06599144732338749,7290.653328708092,0.05530089657070337,1409.1541695353408
Malosma laurina,meanthr,rcp85,hades,fd_change_prop,2055,5.008513169239924,46901.05504105878,1.7621550285308323,18671.49047558937
Malosma laurina,meanthr,rcp85,hades,nd_change_prop,2085,-0.04861340647095739,7426.302270063195,0.05530089657070337,1409.1541695353408
Malosma laurina,meanthr,rcp85,hades,fd_change_prop,2085,8.729575799360287,75946.80368316072,1.7621550285308323,18671.49047558937
Malosma laurina,meanw,rcp45,cnrm,nd_change_prop,2055,-0.02522782183274594,9886.192131719356,0.05530089657070337,1409.1541695353408
Malosma laurina,meanw,rcp45,cnrm,fd_change_prop,2055,4.337084410698554,54128.99864107199,1.7621550285308323,18671.49047558937
Malosma laurina,meanw,rcp45,cnrm,nd_change_prop,2085,-0.03478376980982671,9789.27519069652,0.05530089657070337,1409.1541695353408
Malosma laurina,meanw,rcp45,cnrm,fd_change_prop,2085,5.085663700621845,61721.13027117467,1.7621550285308323,18671.49047558937
Malosma laurina,meanw,rcp45,hades,nd_change_prop,2055,-0.02703112549418062,9867.902928490046,0.05530089657070337,1409.1541695353408
Malosma laurina,meanw,rcp45,hades,fd_change_prop,2055,4.897254585849077,59810.27484287053,1.7621550285308323,18671.49047558937
Malosma laurina,meanw,rcp45,hades,nd_change_prop,2085,-0.00807266447973549,10060.1806650817,0.05530089657070337,1409.1541695353408
Malosma laurina,meanw,rcp45,hades,fd_change_prop,2085,6.471633886748796,75777.71483091048,1.7621550285308323,18671.49047558937
Malosma laurina,meanw,rcp85,cnrm,nd_change_prop,2055,-0.05199262514249228,9614.742049521346,0.05530089657070337,1409.1541695353408
Malosma laurina,meanw,rcp85,cnrm,fd_change_prop,2055,4.194558406572906,52683.492201606685,1.7621550285308323,18671.49047558937
Malosma laurina,meanw,rcp85,cnrm,nd_change_prop,2085,-0.05280083011052703,9606.545191040195,0.05530089657070337,1409.1541695353408
Malosma laurina,meanw,rcp85,cnrm,fd_change_prop,2085,7.635553489277526,87582.25036669913,1.7621550285308323,18671.49047558937
Malosma laurina,meanw,rcp85,hades,nd_change_prop,2055,-0.0053054497954402,10088.245906018405,0.05530089657070337,1409.1541695353408
Malosma laurina,meanw,rcp85,hades,fd_change_prop,2055,6.295193558261724,73988.24748020449,1.7621550285308323,18671.49047558937
Malosma laurina,meanw,rcp85,hades,nd_change_prop,2085,0.01212521296807829,10265.02863014923,0.05530089657070337,1409.1541695353408
Malosma laurina,meanw,rcp85,hades,fd_change_prop,2085,9.026724820266775,101691.5852188266,1.7621550285308323,18671.49047558937
Malosma laurina,median,rcp45,cnrm,nd_change_prop,2055,-0.01833684219531038,10937.560704711208,0.05530089657070337,1409.1541695353408
Malosma laurina,median,rcp45,cnrm,fd_change_prop,2055,2.906285393342149,43523.313755762865,1.7621550285308323,18671.49047558937
Malosma laurina,median,rcp45,cnrm,nd_change_prop,2085,-0.0255942093890651,10856.700081994566,0.05530089657070337,1409.1541695353408
Malosma laurina,median,rcp45,cnrm,fd_change_prop,2085,3.7714725223277727,53163.11399577332,1.7621550285308323,18671.49047558937
Malosma laurina,median,rcp45,hades,nd_change_prop,2055,-0.01750050026151435,10946.8791156122,0.05530089657070337,1409.1541695353408
Malosma laurina,median,rcp45,hades,fd_change_prop,2055,3.4513075725424,49595.878589252075,1.7621550285308323,18671.49047558937
Malosma laurina,median,rcp45,hades,nd_change_prop,2085,0.00636846601239546,11212.823972057078,0.05530089657070337,1409.1541695353408
Malosma laurina,median,rcp45,hades,fd_change_prop,2085,5.135470147158738,68360.59462246177,1.7621550285308323,18671.49047558937
Malosma laurina,median,rcp85,cnrm,nd_change_prop,2055,-0.05116563438643292,10571.786656252732,0.05530089657070337,1409.1541695353408
Malosma laurina,median,rcp85,cnrm,fd_change_prop,2055,2.695205213177569,41171.4863842697,1.7621550285308323,18671.49047558937
Malosma laurina,median,rcp85,cnrm,nd_change_prop,2085,0.02375641155411892,11406.55815509204,0.05530089657070337,1409.1541695353408
Malosma laurina,median,rcp85,cnrm,fd_change_prop,2085,6.664513989035121,85396.99830912755,1.7621550285308323,18671.49047558937
Malosma laurina,median,rcp85,hades,nd_change_prop,2055,0.00794667770185899,11230.408197380348,0.05530089657070337,1409.1541695353408
Malosma laurina,median,rcp85,hades,fd_change_prop,2055,4.780103284806266,64401.14417500367,1.7621550285308323,18671.49047558937
Malosma laurina,median,rcp85,hades,nd_change_prop,2085,0.05178506080046281,11718.849647510397,0.05530089657070337,1409.1541695353408
Malosma laurina,median,rcp85,hades,fd_change_prop,2085,7.647001923332368,96343.7485641274,1.7621550285308323,18671.49047558937
Opuntia littoralis,mean,rcp45,cnrm,nd_change_prop,2055,-0.6039520951952526,2840.3567033167183,0.3222683447341219,2256.2011462155187
Opuntia littoralis,mean,rcp45,cnrm,fd_change_prop,2055,2.2155202215795384,23060.9083022838,1.6610075701856652,11852.69737636266
Opuntia littoralis,mean,rcp45,cnrm,nd_change_prop,2085,-0.3628032159309208,4569.816264663068,0.3222683447341219,2256.2011462155187
Opuntia littoralis,mean,rcp45,cnrm,fd_change_prop,2085,2.7971938569316173,27232.52640522365,1.6610075701856652,11852.69737636266
Opuntia littoralis,mean,rcp45,hades,nd_change_prop,2055,-0.16338911734486847,5999.964397712767,0.3222683447341219,2256.2011462155187
Opuntia littoralis,mean,rcp45,hades,fd_change_prop,2055,3.9212409119194858,35293.91127494594,1.6610075701856652,11852.69737636266
Opuntia littoralis,mean,rcp45,hades,nd_change_prop,2085,-0.10887551876903616,6390.922317849014,0.3222683447341219,2256.2011462155187
Opuntia littoralis,mean,rcp45,hades,fd_change_prop,2085,4.799934167106195,41595.67994295391,1.6610075701856652,11852.69737636266
Opuntia littoralis,mean,rcp85,cnrm,nd_change_prop,2055,-0.24847770684718293,5389.730275434521,0.3222683447341219,2256.2011462155187
Opuntia littoralis,mean,rcp85,cnrm,fd_change_prop,2055,2.863338734775058,27706.900956618643,1.6610075701856652,11852.69737636266
Opuntia littoralis,mean,rcp85,cnrm,nd_change_prop,2085,-0.8797312704519872,862.5373042675137,0.3222683447341219,2256.2011462155187
Opuntia littoralis,mean,rcp85,cnrm,fd_change_prop,2085,1.906294169562528,20843.216252834147,1.6610075701856652,11852.69737636266
Opuntia littoralis,mean,rcp85,hades,nd_change_prop,2055,0.2234749483626832,8774.456899690605,0.3222683447341219,2256.2011462155187
Opuntia littoralis,mean,rcp85,hades,fd_change_prop,2055,7.314038908020248,59626.21152022883,1.6610075701856652,11852.69737636266
Opuntia littoralis,mean,rcp85,hades,nd_change_prop,2085,-0.4544627027109334,3912.457307476991,0.3222683447341219,2256.2011462155187
Opuntia littoralis,mean,rcp85,hades,fd_change_prop,2085,3.771363574940932,34219.02842972002,1.6610075701856652,11852.69737636266
Opuntia littoralis,meansup,rcp45,cnrm,nd_change_prop,2055,-0.6118155132072124,2310.8339707989603,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meansup,rcp45,cnrm,fd_change_prop,2055,2.2055001411380144,19082.108820841764,1.6610075701856652,11852.69737636266
Opuntia littoralis,meansup,rcp45,cnrm,nd_change_prop,2085,-0.3282007545435532,3999.1719679064463,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meansup,rcp45,cnrm,fd_change_prop,2085,2.6029601378501863,21448.159226473777,1.6610075701856652,11852.69737636266
Opuntia littoralis,meansup,rcp45,hades,nd_change_prop,2055,-0.1335652608598343,5157.822882690816,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meansup,rcp45,hades,fd_change_prop,2055,3.835165898159534,28783.39035191788,1.6610075701856652,11852.69737636266
Opuntia littoralis,meansup,rcp45,hades,nd_change_prop,2085,-0.00626333573063085,5915.641969092634,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meansup,rcp45,hades,fd_change_prop,2085,4.577830487499628,33204.418549452836,1.6610075701856652,11852.69737636266
Opuntia littoralis,meansup,rcp85,cnrm,nd_change_prop,2055,-0.2650192567415507,4375.286821575916,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meansup,rcp85,cnrm,fd_change_prop,2055,2.913571216347901,23297.20434888272,1.6610075701856652,11852.69737636266
Opuntia littoralis,meansup,rcp85,cnrm,nd_change_prop,2085,-0.7910555709300315,1243.8309647387175,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meansup,rcp85,cnrm,fd_change_prop,2085,1.912197035988398,17336.09680289539,1.6610075701856652,11852.69737636266
Opuntia littoralis,meansup,rcp85,hades,nd_change_prop,2055,0.28094171641786203,7625.352721763948,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meansup,rcp85,hades,fd_change_prop,2055,7.297902947103559,49396.81174532702,1.6610075701856652,11852.69737636266
Opuntia littoralis,meansup,rcp85,hades,nd_change_prop,2085,-0.15618264888800143,5023.1832194264525,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meansup,rcp85,hades,fd_change_prop,2085,3.865873110203612,28966.188148208646,1.6610075701856652,11852.69737636266
Opuntia littoralis,meanthr,rcp45,cnrm,nd_change_prop,2055,-0.6309449139556326,2380.7833603607387,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meanthr,rcp45,cnrm,fd_change_prop,2055,2.2897423296534822,21222.207996807843,1.6610075701856652,11852.69737636266
Opuntia littoralis,meanthr,rcp45,cnrm,nd_change_prop,2085,-0.37992369653793134,4000.127355673438,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meanthr,rcp45,cnrm,fd_change_prop,2085,2.9675982735387088,25595.07322194542,1.6610075701856652,11852.69737636266
Opuntia littoralis,meanthr,rcp45,hades,nd_change_prop,2055,-0.15939195038811943,5422.783028278505,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meanthr,rcp45,hades,fd_change_prop,2055,4.061805501072992,32653.830731622165,1.6610075701856652,11852.69737636266
Opuntia littoralis,meanthr,rcp45,hades,nd_change_prop,2085,-0.0983230575094204,5816.739945549604,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meanthr,rcp45,hades,fd_change_prop,2085,4.97264916108405,38529.705395448655,1.6610075701856652,11852.69737636266
Opuntia littoralis,meanthr,rcp85,cnrm,nd_change_prop,2055,-0.2498803866724468,4839.039919031962,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meanthr,rcp85,cnrm,fd_change_prop,2055,2.9502315792679132,25483.040253676256,1.6610075701856652,11852.69737636266
Opuntia littoralis,meanthr,rcp85,cnrm,nd_change_prop,2085,-0.8988917665682485,652.2516796336591,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meanthr,rcp85,cnrm,fd_change_prop,2085,2.0660565875605097,19779.205819455736,1.6610075701856652,11852.69737636266
Opuntia littoralis,meanthr,rcp85,hades,nd_change_prop,2055,0.22201525123042332,7883.250187444049,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meanthr,rcp85,hades,fd_change_prop,2055,7.681149963584159,56002.3101256291,1.6610075701856652,11852.69737636266
Opuntia littoralis,meanthr,rcp85,hades,nd_change_prop,2085,-0.5067323270819593,3182.081787503001,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meanthr,rcp85,hades,fd_change_prop,2085,4.045793521793495,32550.537062799827,1.6610075701856652,11852.69737636266
Opuntia littoralis,meanw,rcp45,cnrm,nd_change_prop,2055,-0.5853013132816386,3075.9113142990855,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meanw,rcp45,cnrm,fd_change_prop,2055,2.199657362882423,23732.561977111887,1.6610075701856652,11852.69737636266
Opuntia littoralis,meanw,rcp45,cnrm,nd_change_prop,2085,-0.35093829469080273,4814.23333851716,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meanw,rcp45,cnrm,fd_change_prop,2085,2.723276831935669,27616.36267586353,1.6610075701856652,11852.69737636266
Opuntia littoralis,meanw,rcp45,hades,nd_change_prop,2055,-0.15767809109398692,6247.686749115747,0.3222683447341219,2256.2011462155187
Opuntia littoralis,meanw,rcp45,hades,fd_change_prop,2055,3.8528603732608113,35994.73209560492,1.6610075701856652,11852.69737636266
