sp,model,rcp,scen,dispersal,year,hs_change,area_km2,sd_hsc,sd_area
Erigeron petrophilus,mean,rcp45,hades,nd_change_prop,2055,-0.4196085543269259,16.151652795460446,0.4357997074419244,473.65537620494257
Erigeron petrophilus,mean,rcp45,hades,fd_change_prop,2055,312.3631317163023,8720.549794648126,201.7157611745935,3694.654616115416
Erigeron petrophilus,mean,rcp45,hades,nd_change_prop,2085,-0.40983055625674586,16.423763680349662,0.4357997074419244,473.65537620494257
Erigeron petrophilus,mean,rcp45,hades,fd_change_prop,2085,322.37312770326986,8999.116925281756,201.7157611745935,3694.654616115416
Erigeron petrophilus,mean,rcp85,cnrm,nd_change_prop,2055,-0.5696827305082786,11.975254253895208,0.4357997074419244,473.65537620494257
Erigeron petrophilus,mean,rcp85,cnrm,fd_change_prop,2055,340.1068485252971,9492.626785953193,201.7157611745935,3694.654616115416
Erigeron petrophilus,mean,rcp85,cnrm,nd_change_prop,2085,-0.4585758802035398,15.06723516212208,0.4357997074419244,473.65537620494257
Erigeron petrophilus,mean,rcp85,cnrm,fd_change_prop,2085,400.2938535378191,11167.56464902513,201.7157611745935,3694.654616115416
Erigeron petrophilus,mean,rcp85,hades,nd_change_prop,2055,-0.4577143498263793,15.091210600816735,0.4357997074419244,473.65537620494257
Erigeron petrophilus,mean,rcp85,hades,fd_change_prop,2055,344.00506623186845,9601.109878505731,201.7157611745935,3694.654616115416
Erigeron petrophilus,mean,rcp85,hades,nd_change_prop,2085,-0.2780531355067804,20.09098373002913,0.4357997074419244,473.65537620494257
Erigeron petrophilus,mean,rcp85,hades,fd_change_prop,2085,533.1885301099671,14865.876694043489,201.7157611745935,3694.654616115416
Erigeron petrophilus,meansup,rcp45,cnrm,nd_change_prop,2055,0.5550785024229181,1266.4629232877023,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meansup,rcp45,cnrm,fd_change_prop,2055,7.30278600254487,6761.8262459624,201.7157611745935,3694.654616115416
Erigeron petrophilus,meansup,rcp45,cnrm,nd_change_prop,2085,0.7846604748196453,1453.4355137020746,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meansup,rcp45,cnrm,fd_change_prop,2085,10.398547458640884,9283.028292920211,201.7157611745935,3694.654616115416
Erigeron petrophilus,meansup,rcp45,hades,nd_change_prop,2055,0.13446677781130983,923.9148438880236,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meansup,rcp45,hades,fd_change_prop,2055,4.902075113674944,4806.67650557974,201.7157611745935,3694.654616115416
Erigeron petrophilus,meansup,rcp45,hades,nd_change_prop,2085,3.6382082782494287e-4,814.7007928557363,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meansup,rcp45,hades,fd_change_prop,2085,5.287728796609063,5120.754598682068,201.7157611745935,3694.654616115416
Erigeron petrophilus,meansup,rcp85,cnrm,nd_change_prop,2055,0.4271572675695353,1162.283294548337,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meansup,rcp85,cnrm,fd_change_prop,2055,5.966173208537607,5673.282777729299,201.7157611745935,3694.654616115416
Erigeron petrophilus,meansup,rcp85,cnrm,nd_change_prop,2085,0.6019185924134494,1304.6097031473946,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meansup,rcp85,cnrm,fd_change_prop,2085,9.155447967620123,8270.642479031923,201.7157611745935,3694.654616115416
Erigeron petrophilus,meansup,rcp85,hades,nd_change_prop,2055,-0.2873107826485434,580.4173025324747,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meansup,rcp85,hades,fd_change_prop,2055,4.463292119940891,4449.329662917113,201.7157611745935,3694.654616115416
Erigeron petrophilus,meansup,rcp85,hades,nd_change_prop,2085,0.8757431757970986,1527.6136748438546,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meansup,rcp85,hades,fd_change_prop,2085,12.82737217593709,11261.07406156002,201.7157611745935,3694.654616115416
Erigeron petrophilus,meanthr,rcp45,cnrm,nd_change_prop,2055,-0.866242859089598,0.7740153999198228,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meanthr,rcp45,cnrm,fd_change_prop,2055,499.2494887200517,2894.804759102217,201.7157611745935,3694.654616115416
Erigeron petrophilus,meanthr,rcp45,cnrm,nd_change_prop,2085,-0.8201154284357919,1.040942021121271,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meanthr,rcp45,cnrm,fd_change_prop,2085,712.7898735734938,4130.503617917432,201.7157611745935,3694.654616115416
Erigeron petrophilus,meanthr,rcp45,hades,nd_change_prop,2055,-0.7484761973652367,1.4554983409529552,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meanthr,rcp45,hades,fd_change_prop,2055,323.71223302410607,1879.019446680372,201.7157611745935,3694.654616115416
Erigeron petrophilus,meanthr,rcp45,hades,nd_change_prop,2085,-0.7465337611406171,1.466738679532148,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meanthr,rcp45,hades,fd_change_prop,2085,345.53242952039926,2005.2868594140273,201.7157611745935,3694.654616115416
Erigeron petrophilus,meanthr,rcp85,cnrm,nd_change_prop,2055,-0.8827713787363186,0.6783694504223764,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meanthr,rcp85,cnrm,fd_change_prop,2055,407.3705666782844,2363.1269727476324,201.7157611745935,3694.654616115416
Erigeron petrophilus,meanthr,rcp85,cnrm,nd_change_prop,2085,-0.8326437551404084,0.9684440764239058,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meanthr,rcp85,cnrm,fd_change_prop,2085,624.1964504010858,3617.838100395709,201.7157611745935,3694.654616115416
Erigeron petrophilus,meanthr,rcp85,hades,nd_change_prop,2055,-0.6569866517671094,1.9849229140458629,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meanthr,rcp85,hades,fd_change_prop,2055,296.5439374818409,1721.8040711411136,201.7157611745935,3694.654616115416
Erigeron petrophilus,meanthr,rcp85,hades,nd_change_prop,2085,-0.6196433534340572,2.201018202842027,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meanthr,rcp85,hades,fd_change_prop,2085,871.9593516673276,5051.573150379661,201.7157611745935,3694.654616115416
Erigeron petrophilus,meanw,rcp45,cnrm,nd_change_prop,2055,-0.5614743798524223,12.251818620150535,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meanw,rcp45,cnrm,fd_change_prop,2055,369.2311011407334,10343.761208725651,201.7157611745935,3694.654616115416
Erigeron petrophilus,meanw,rcp45,cnrm,nd_change_prop,2085,-0.47960518608050456,14.53913426737301,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meanw,rcp45,cnrm,fd_change_prop,2085,461.0937411481448,12910.280362065489,201.7157611745935,3694.654616115416
Erigeron petrophilus,meanw,rcp45,hades,nd_change_prop,2055,-0.4194307347364254,16.220327861459086,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meanw,rcp45,hades,fd_change_prop,2055,326.5148202701061,9150.325520342822,201.7157611745935,3694.654616115416
Erigeron petrophilus,meanw,rcp45,hades,nd_change_prop,2085,-0.4090031553374257,16.511660466839746,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meanw,rcp45,hades,fd_change_prop,2085,336.562049273864,9431.031644987786,201.7157611745935,3694.654616115416
Erigeron petrophilus,meanw,rcp85,cnrm,nd_change_prop,2055,-0.570438243305445,12.001380278314835,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meanw,rcp85,cnrm,fd_change_prop,2055,352.96180033055225,9889.218729460865,201.7157611745935,3694.654616115416
Erigeron petrophilus,meanw,rcp85,cnrm,nd_change_prop,2085,-0.4585719385511118,15.126775038820131,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meanw,rcp85,cnrm,fd_change_prop,2085,413.05935251075925,11568.263863880007,201.7157611745935,3694.654616115416
Erigeron petrophilus,meanw,rcp85,hades,nd_change_prop,2055,-0.4584254628517703,15.130867373721768,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meanw,rcp85,hades,fd_change_prop,2055,356.43610425482257,9986.286128845906,201.7157611745935,3694.654616115416
Erigeron petrophilus,meanw,rcp85,hades,nd_change_prop,2085,-0.2797857281980342,20.121822352801075,0.4357997074419244,473.65537620494257
Erigeron petrophilus,meanw,rcp85,hades,fd_change_prop,2085,542.4951411789438,15184.526478559292,201.7157611745935,3694.654616115416
Erigeron petrophilus,median,rcp45,cnrm,nd_change_prop,2055,-0.5607925772106159,12.222657399535551,0.4357997074419244,473.65537620494257
Erigeron petrophilus,median,rcp45,cnrm,fd_change_prop,2055,352.4045894338512,9834.85933056478,201.7157611745935,3694.654616115416
Erigeron petrophilus,median,rcp45,cnrm,nd_change_prop,2085,-0.4780888885935344,14.524209693949295,0.4357997074419244,473.65537620494257
Erigeron petrophilus,median,rcp45,cnrm,fd_change_prop,2085,446.35700982703634,12449.4514042368,201.7157611745935,3694.654616115416
Erigeron petrophilus,median,rcp45,hades,nd_change_prop,2055,-0.4196085543269259,16.151652795460446,0.4357997074419244,473.65537620494257
Erigeron petrophilus,median,rcp45,hades,fd_change_prop,2055,307.5180856149485,8585.717513796168,201.7157611745935,3694.654616115416
Erigeron petrophilus,median,rcp45,hades,nd_change_prop,2085,-0.40983055625674586,16.423763680349662,0.4357997074419244,473.65537620494257
Erigeron petrophilus,median,rcp45,hades,fd_change_prop,2085,317.42641899236514,8861.455486309034,201.7157611745935,3694.654616115416
Erigeron petrophilus,median,rcp85,cnrm,nd_change_prop,2055,-0.5696827305082786,11.975254253895208,0.4357997074419244,473.65537620494257
Erigeron petrophilus,median,rcp85,cnrm,fd_change_prop,2055,335.289037661729,9358.552431683018,201.7157611745935,3694.654616115416
Erigeron petrophilus,median,rcp85,cnrm,nd_change_prop,2085,-0.4585758802035398,15.06723516212208,0.4357997074419244,473.65537620494257
Erigeron petrophilus,median,rcp85,cnrm,fd_change_prop,2085,395.8541563264395,11044.01278000677,201.7157611745935,3694.654616115416
Erigeron petrophilus,median,rcp85,hades,nd_change_prop,2055,-0.4577500552736309,15.090216957662255,0.4357997074419244,473.65537620494257
Erigeron petrophilus,median,rcp85,hades,fd_change_prop,2055,339.0866863049457,9464.23679829744,201.7157611745935,3694.654616115416
Erigeron petrophilus,median,rcp85,hades,nd_change_prop,2085,-0.2780531355067804,20.09098373002913,0.4357997074419244,473.65537620494257
Erigeron petrophilus,median,rcp85,hades,fd_change_prop,2085,528.8949205562657,14746.390283160508,201.7157611745935,3694.654616115416
Eriodictyon trichocalyx,mean,rcp45,cnrm,nd_change_prop,2055,-0.004377893108219,6005.568261669004,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,mean,rcp45,cnrm,fd_change_prop,2055,1.0467233094006054,12345.78507474872,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,mean,rcp45,cnrm,nd_change_prop,2085,-0.06520749776767008,5638.645570234249,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,mean,rcp45,cnrm,fd_change_prop,2085,0.6678648686222497,10060.520201807114,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,mean,rcp45,hades,nd_change_prop,2055,-0.09251366116981712,5473.935458696211,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,mean,rcp45,hades,fd_change_prop,2055,0.7778806870433594,10724.132934808806,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,mean,rcp45,hades,nd_change_prop,2085,-0.22856964946138503,4653.249056257115,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,mean,rcp45,hades,fd_change_prop,2085,0.6489721147749936,9946.55957146834,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,mean,rcp85,cnrm,nd_change_prop,2055,0.03874425929039337,6265.680033020129,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,mean,rcp85,cnrm,fd_change_prop,2055,1.0859003202427957,12582.099848468875,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,mean,rcp85,cnrm,nd_change_prop,2085,0.0565843935245087,6373.291287529931,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,mean,rcp85,cnrm,fd_change_prop,2085,1.9557355492853,17828.92473138307,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,mean,rcp85,hades,nd_change_prop,2055,-0.26359378920259996,4441.984299713331,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,mean,rcp85,hades,fd_change_prop,2055,0.8622715242476909,11233.17640620402,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,mean,rcp85,hades,nd_change_prop,2085,-0.1975667422428504,4840.257836317617,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,mean,rcp85,hades,fd_change_prop,2085,0.590534735688633,9594.066726334764,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meansup,rcp45,cnrm,nd_change_prop,2055,-0.1521876975028276,4850.59787864316,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meansup,rcp45,cnrm,fd_change_prop,2055,1.3792532280318774,13612.447739498102,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meansup,rcp45,cnrm,nd_change_prop,2085,-0.14371910572649196,4899.049326191629,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meansup,rcp45,cnrm,fd_change_prop,2085,0.9942528804002674,11409.741003587063,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meansup,rcp45,hades,nd_change_prop,2055,-0.18097834447969127,4685.877632499758,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meansup,rcp45,hades,fd_change_prop,2055,1.227392202681486,12743.603579955325,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meansup,rcp45,hades,nd_change_prop,2085,-0.30838958640788017,3956.918288560272,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meansup,rcp45,hades,fd_change_prop,2085,1.116545625577801,12109.415835603992,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meansup,rcp85,cnrm,nd_change_prop,2055,-0.06245575860286896,5363.982210520237,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meansup,rcp85,cnrm,fd_change_prop,2055,1.43411443181935,13926.325749910922,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meansup,rcp85,cnrm,nd_change_prop,2085,-0.1096297404697544,5094.085187680765,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meansup,rcp85,cnrm,fd_change_prop,2085,2.375477153448967,19312.154673507608,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meansup,rcp85,hades,nd_change_prop,2055,-0.2696268015670561,4178.692237069152,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meansup,rcp85,hades,fd_change_prop,2055,1.5220291397092605,14429.313137964018,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meansup,rcp85,hades,nd_change_prop,2085,-0.2839059008406622,4096.997068879822,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meansup,rcp85,hades,fd_change_prop,2085,0.9106007097473564,10931.140916848812,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meanthr,rcp45,cnrm,nd_change_prop,2055,-0.02236765518817352,4886.649182196446,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meanthr,rcp45,cnrm,fd_change_prop,2055,0.6176678441223864,8085.836449148672,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meanthr,rcp45,cnrm,nd_change_prop,2085,-0.08238859315366956,4586.637353639148,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meanthr,rcp45,cnrm,fd_change_prop,2085,0.2489083058744016,6242.609283466566,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meanthr,rcp45,hades,nd_change_prop,2055,-0.11158977478681846,4440.676624021244,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meanthr,rcp45,hades,fd_change_prop,2055,0.2979021811192839,6487.502858918103,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meanthr,rcp45,hades,nd_change_prop,2085,-0.2598545754168972,3699.582008450861,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meanthr,rcp45,hades,fd_change_prop,2085,0.1482052421181041,5739.249767222136,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meanthr,rcp85,cnrm,nd_change_prop,2055,0.04184395974368002,5207.607911988322,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meanthr,rcp85,cnrm,fd_change_prop,2055,0.649313914123483,8244.017838002326,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meanthr,rcp85,cnrm,nd_change_prop,2085,0.00157910249304419,5006.345921425858,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meanthr,rcp85,cnrm,fd_change_prop,2085,1.485237757399541,12422.343756535342,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meanthr,rcp85,hades,nd_change_prop,2055,-0.3130114150108211,3433.880051975808,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meanthr,rcp85,hades,fd_change_prop,2055,0.25199284428220475,6258.027203268356,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meanthr,rcp85,hades,nd_change_prop,2085,-0.24729859505941737,3762.342484279188,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meanthr,rcp85,hades,fd_change_prop,2085,0.17493915713529828,5872.877980986716,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meanw,rcp45,cnrm,nd_change_prop,2055,-0.01396604042605871,5901.155850328363,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meanw,rcp45,cnrm,fd_change_prop,2055,1.1795381705495511,13043.966996542347,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meanw,rcp45,cnrm,nd_change_prop,2085,-0.06888061501166293,5572.506456524366,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meanw,rcp45,cnrm,fd_change_prop,2085,0.8030169240737607,10790.585624795667,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meanw,rcp45,hades,nd_change_prop,2055,-0.0966299973789455,5406.433646851111,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meanw,rcp45,hades,fd_change_prop,2055,0.9289960081857996,11544.537557189557,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meanw,rcp45,hades,nd_change_prop,2085,-0.23211888540333267,4595.568020513989,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meanw,rcp45,hades,fd_change_prop,2085,0.8071877384358875,10815.546859989165,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meanw,rcp85,cnrm,nd_change_prop,2055,0.031236971625980912,6171.684077508914,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meanw,rcp85,cnrm,fd_change_prop,2055,1.221758987650186,13296.647565421246,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meanw,rcp85,cnrm,nd_change_prop,2085,0.04121525788566862,6231.401516006723,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meanw,rcp85,cnrm,fd_change_prop,2085,2.105259626818519,18584.168258775306,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meanw,rcp85,hades,nd_change_prop,2055,-0.26218572010973856,4415.625863546871,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meanw,rcp85,hades,fd_change_prop,2055,1.0380816839702387,12197.386850656603,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,meanw,rcp85,hades,nd_change_prop,2085,-0.2024562879827755,4773.0909228488035,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,meanw,rcp85,hades,fd_change_prop,2085,0.753363036144839,10493.42006736404,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,median,rcp45,cnrm,nd_change_prop,2055,0.01106969532251704,5897.858589106469,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,median,rcp45,cnrm,fd_change_prop,2055,0.525207047885325,8896.968754133966,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,median,rcp45,cnrm,nd_change_prop,2085,-0.08901151118853162,5314.056299155486,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,median,rcp45,cnrm,fd_change_prop,2085,0.16601582003256682,6801.703632329154,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,median,rcp45,hades,nd_change_prop,2055,-0.09761549787935156,5263.866784980776,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,median,rcp45,hades,fd_change_prop,2055,0.1943440907667422,6966.950534335048,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,median,rcp45,hades,nd_change_prop,2085,-0.247440633981598,4389.893932354817,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,median,rcp45,hades,fd_change_prop,2085,0.0690533359499509,6236.093741919635,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,median,rcp85,cnrm,nd_change_prop,2055,0.04355743088643996,6087.368838620159,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,median,rcp85,cnrm,fd_change_prop,2055,0.5018530281462313,8760.73808027875,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,median,rcp85,cnrm,nd_change_prop,2085,0.08459198796583504,6326.735141497717,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,median,rcp85,cnrm,fd_change_prop,2085,1.201820185748829,12843.846625275788,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,median,rcp85,hades,nd_change_prop,2055,-0.2691241344780572,4263.407874829235,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,median,rcp85,hades,fd_change_prop,2055,0.12075305891492374,6537.673006488657,0.564414876917109,3467.1015993983815
Eriodictyon trichocalyx,median,rcp85,hades,nd_change_prop,2085,-0.21577965810765184,4574.581456233258,0.12069530681277174,790.8389684108193
Eriodictyon trichocalyx,median,rcp85,hades,fd_change_prop,2085,0.08421326292371066,6324.525930052713,0.564414876917109,3467.1015993983815
Eriogonum fasciculatum,mean,rcp45,cnrm,nd_change_prop,2055,-0.27119981347218103,36019.44411027055,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,mean,rcp45,cnrm,fd_change_prop,2055,-0.23405845631462985,37855.07898392456,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,mean,rcp45,cnrm,nd_change_prop,2085,-0.235033408909285,37806.893965393414,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,mean,rcp45,cnrm,fd_change_prop,2085,-0.17164594199158914,40939.68861081084,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,mean,rcp45,hades,nd_change_prop,2055,-0.1384467419004491,42580.49051275006,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,mean,rcp45,hades,fd_change_prop,2055,-0.07838774037485481,45548.78263006722,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,mean,rcp45,hades,nd_change_prop,2085,-0.08335438016222464,45303.31671561772,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,mean,rcp45,hades,fd_change_prop,2085,0.01758114706721111,50291.84669816676,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,mean,rcp85,cnrm,nd_change_prop,2055,-0.15782422688390182,41622.798335578205,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,mean,rcp85,cnrm,fd_change_prop,2055,-0.10420696813721084,44272.72061945324,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,mean,rcp85,cnrm,nd_change_prop,2085,-0.08608923793735421,45168.1520180754,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,mean,rcp85,cnrm,fd_change_prop,2085,0.06230560293095406,52502.26056485539,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,mean,rcp85,hades,nd_change_prop,2055,-0.01417454794635736,48722.3870535782,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,mean,rcp85,hades,fd_change_prop,2055,0.14853589154869218,56764.01449809282,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,mean,rcp85,hades,nd_change_prop,2085,-0.04217203364808545,47338.66914282131,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,mean,rcp85,hades,fd_change_prop,2085,0.15641614676783688,57153.479838096304,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,meansup,rcp45,cnrm,nd_change_prop,2055,-0.1876490248173445,33864.24603891657,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,meansup,rcp45,cnrm,fd_change_prop,2055,0.01507299320759135,42315.061641567285,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,meansup,rcp45,cnrm,nd_change_prop,2085,-0.14285805608710203,35731.43452239355,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,meansup,rcp45,cnrm,fd_change_prop,2085,0.131622825295824,47173.641627567646,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,meansup,rcp45,hades,nd_change_prop,2055,-0.07750604772714126,38455.74526719377,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,meansup,rcp45,hades,fd_change_prop,2055,0.2332575377866788,51410.45922861869,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,meansup,rcp45,hades,nd_change_prop,2085,-0.04494478385583649,39813.11749270014,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,meansup,rcp45,hades,fd_change_prop,2085,0.37390829348918336,57273.72762144385,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,meansup,rcp85,cnrm,nd_change_prop,2055,-0.09738169141196289,37627.19491336019,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,meansup,rcp85,cnrm,fd_change_prop,2055,0.15644517827712737,48208.40405699008,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,meansup,rcp85,cnrm,nd_change_prop,2085,-0.07306767508502518,38640.76645601085,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,meansup,rcp85,cnrm,fd_change_prop,2085,0.38055682027562576,57550.88288286492,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,meansup,rcp85,hades,nd_change_prop,2055,0.0181834388106568,42444.725910351095,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,meansup,rcp85,hades,fd_change_prop,2055,0.5537292906648089,64769.87482548887,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,meansup,rcp85,hades,nd_change_prop,2085,-0.02129207804726945,40799.12117024521,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,meansup,rcp85,hades,fd_change_prop,2085,0.6517791623222867,68857.2521775582,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,meanthr,rcp45,cnrm,nd_change_prop,2055,-0.24909862405877065,29244.619943974652,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,meanthr,rcp45,cnrm,fd_change_prop,2055,-0.12350965655274926,34135.81037396427,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,meanthr,rcp45,cnrm,nd_change_prop,2085,-0.21265362904789523,30664.007445585143,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,meanthr,rcp45,cnrm,fd_change_prop,2085,-0.03184417171528284,37705.81617225127,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,meanthr,rcp45,hades,nd_change_prop,2055,-0.11616155902447678,34421.98952666089,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,meanthr,rcp45,hades,fd_change_prop,2055,0.07348062173524945,41807.79767585092,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,meanthr,rcp45,hades,nd_change_prop,2085,-0.07547676304549966,36006.50040122407,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,meanthr,rcp45,hades,fd_change_prop,2085,0.19689685782011793,46614.36886463552,0.20386567278757523,8367.157761006856
Eriogonum fasciculatum,meanthr,rcp85,cnrm,nd_change_prop,2055,-0.13580304738242285,33657.031729850176,0.07871985965324343,5317.216765473373
Eriogonum fasciculatum,meanthr,rcp85,cnrm,fd_change_prop,2055,0.03391585223346335,40266.90737477728,0.20386567278757523,8367.157761006856
