species,model,unres,occ,ratio
Sambucus nigra,meanthr,114475.542616441,85373.2391476019,0.745777108335282
Sambucus nigra,meanw,213829.427901572,106225.083695803,0.496774858064436
Sambucus nigra,median,128284.910774071,116212.239356716,0.90589172690297
Scutellaria californica,mean,141934.847173924,222.052705816272,0.00156446926345138
Scutellaria californica,meansup,133929.985728537,78.0755819134638,0.000582958188853355
Scutellaria californica,meanthr,68660.4735994896,73.8473808235698,0.00107554429720856
Scutellaria californica,meanw,159946.346689208,221.177909529179,0.00138282564189447
Scutellaria californica,median,80008.4344754583,39147.9757327724,0.489298109498451
Sequoia sempervirens,mean,74762.2735844732,31662.1335722558,0.423504155962847
Sequoia sempervirens,meansup,69124.3281229562,24020.5429222812,0.347497669410315
Sequoia sempervirens,meanthr,58157.5465202777,29077.6142715858,0.499980071570719
Sequoia sempervirens,meanw,86782.8367020299,31623.7153726393,0.364400572445215
Sequoia sempervirens,median,62758.6299849363,31701.9384701891,0.505140703004485
Sequoiadendron giganteum,mean,29746.7301945473,3439.56782687514,0.11562843392803
Sequoiadendron giganteum,meansup,18135.5687260701,2918.4059247774,0.160921665532449
Sequoiadendron giganteum,meanthr,16923.4686687242,4418.68710913751,0.26109819420788
Sequoiadendron giganteum,meanw,37519.1133615575,3480.24603999608,0.0927592826210543
Sequoiadendron giganteum,median,13443.9382135861,3370.53181748398,0.250710153820687
Torreya californica,mean,79672.1600097692,23247.9777826111,0.291795500206854
Torreya californica,meansup,51129.9738917208,41922.4007825915,0.819918290421419
Torreya californica,meanthr,48319.3977509488,21937.8943378037,0.454018372722225
Torreya californica,meanw,134205.355160837,23365.3465408344,0.174101447090785
Torreya californica,median,52689.0202727907,29912.3397449665,0.567714859568448
Trichostema lanatum,mean,184164.117576309,17425.0613318033,0.094617027253331
Trichostema lanatum,meansup,164621.174610554,6092.71016360436,0.0370104889484475
Trichostema lanatum,meanthr,114845.099149517,12893.2244793317,0.112266214011849
Trichostema lanatum,meanw,200186.089723266,16125.6892759729,0.080553495491444
Trichostema lanatum,median,114480.482471305,30535.3502785234,0.266729748332229
Umbellularia californica,mean,99965.4407654599,93358.5756687282,0.933908508319062
Umbellularia californica,meansup,102624.462791779,90960.3029086879,0.88634133065566
Umbellularia californica,meanthr,81423.5930042626,75701.0857344839,0.929719298072744
Umbellularia californica,meanw,116991.330547396,94294.5401988865,0.805995963612755
Umbellularia californica,median,88401.3678162314,82315.8141698649,0.931159960567385
Xylococcus bicolor,mean,212867.14407136,8202.83434436376,0.0385349950559486
Xylococcus bicolor,meansup,69900.0231011134,4464.67115544649,0.0638722414867897
Xylococcus bicolor,meanthr,81094.8272995745,8147.06610314204,0.100463449697547
Xylococcus bicolor,meanw,119504.016503103,8105.58590572871,0.0678268910360701
Xylococcus bicolor,median,62753.4367673367,7245.58594077383,0.115461181315653
